a drop in the bucket compared to the - "It is just a drop in the bucket compared to the total."
a force to be reckoned with in the - "She is a force to be reckoned with in the business."
a funny thing happened on the way to - "A funny thing happened on the way to the store."
a lot of it has to do with - "A lot of it has to do with luck."
a lot of that has to do with - "A lot of that has to do with timing."
a margin of error of plus or minus - "There is a margin of error of plus or minus two percent."
according to a person with knowledge of the - "According to a person with knowledge of the plan."
all good things must come to an end - "All good things must come to an end eventually."
all you have to do is look at - "All you have to do is look at the facts."
always look on the bright side of life - "Always look on the bright side of life."
and dont even get me started on the - "And don't even get me started on the traffic."
and let the chips fall where they may - "And let the chips fall where they may."
and the rest as they say is history - "And the rest, as they say, is history."
and theres nothing you can do about it - "And there is nothing you can do about it."
ask not what your country can do for - "Ask not what your country can do for you."
at all hours of the day and night - "He works at all hours of the day and night."
be the change we wish to see in - "Be the change we wish to see in the world."
be the first of its kind in the - "This will be the first of its kind in the nation."
be the next president of the united states - "He aims to be the next president of the United States."
beauty is in the eye of the beholder - "Beauty is in the eye of the beholder."
became the first country in the world to - "They became the first country in the world to ban it."
because it was the right thing to do - "He helped her because it was the right thing to do."
but at the end of the day i - "But at the end of the day, I have to decide."
but at the end of the day it's - "But at the end of the day it is your decision."
but at the end of the day the - "But at the end of the day, the decision is yours."
but did not receive a response in time - "I asked, but did not receive a response in time."
but it doesnt have to be that way - "But it does not have to be that way."
but nothing could be further from the truth - "He seemed happy, but nothing could be further from the truth."
but that was then and this is now - "But that was then and this is now."
can count on one hand the number of - "I can count on one hand the number of times I have seen snow."
can mean the difference between life and death - "A quick response can mean the difference between life and death."
can you tell us a little bit about - "Can you tell us a little bit about your hometown?"
caught between a rock and a hard place - "She felt caught between a rock and a hard place."
could not have come at a better time - "Your help could not have come at a better time."
could not have come at a worse time - "The news could not have come at a worse time."
day of christmas my true love gave to - "On the first day of Christmas, my true love gave to me."
did not respond to a request for comment - "The company did not respond to a request for comment."
do as i say not as i do - "Do as I say, not as I do."
do not necessarily reflect the views of the - "These opinions do not necessarily reflect the views of the company."
do unto others as you would have them - "Always do unto others as you would have them do unto you."
doing the same thing over and over again - "Doing the same thing over and over again and expecting something different is insanity."
end of the world as we know it - "It felt like the end of the world as we know it."
expected to be completed by the end of - "The project is expected to be completed by the end of the year."
first they ignore you then they laugh at - "First they ignore you, then they laugh at you, then you win."
for as long as i can remember i - "For as long as I can remember, I have loved reading."
for every action there is an equal and - "For every action, there is an equal and opposite reaction."
for god so loved the world that he - "For God so loved the world that he gave His only son."
for reasons that have nothing to do with - "He left for reasons that have nothing to do with us."
for the first time in a long time - "For the first time in a long time, I felt happy."
for the first time in my life i - "For the first time in my life, I saw the ocean."
for the first time in the history of - "For the first time in the history of our school, we won the championship."
for the second year in a row the - "For the second year in a row, the team won the championship."
go down in history as one of the - "This day will go down in history as one of the most important."
going to go out on a limb and - "I'm going to go out on a limb and try something new."
has been a thorn in the side of - "This issue has been a thorn in the side of the community."
has been going on for a long time - "This problem has been going on for a long time."
has taken on a life of its own - "The story has taken on a life of its own."
have something to do with the fact that - "This may have something to do with the fact that it is raining."
have to go all the way back to - "We have to go all the way back to the beginning to understand this."
he is a good guy i hope you - "I hope you agree, he is a good guy."
help us be the change we wish to - "Help us be the change we wish to see."
here is a list of some of the - "Here is a list of some of the best books."
how did you come up with the idea - "How did you come up with the idea?"
how i learned to stop worrying and love - "How I learned to stop worrying and love life."
i can not for the life of me - "I cannot for the life of me remember."
i cant tell you how many times i - "I can't tell you how many times I tried."
i cant think of a better way to - "I can't think of a better way to explain it."
i dont know what im going to do - "I don't know what I'm going to do next."
i guess what im trying to say is - "I guess what I'm trying to say is, thank you."
i had no idea what i was doing - "I had no idea what I was doing."
i had no idea what was going on - "I had no idea what was going on."
i hate to break it to you but - "I hate to break it to you, but it is true."
i hope you can see your way clear - "I hope you can see your way clear to help."
